car_name,car_year,car_price,car_color,car_fuel,car_origin,car_license,car_gear,car_glass,car_motor_power,car_speedometer,car_number_of_passengers,car_driver_system_type,car_payment_method,car_previous_owners,car_sunroof,car_magnesium_rims
كيا ريو,2010,43000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1500,,,,إمكانية التقسيط,......,,1
فولكسفاجن كادي,2014,95000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,120,6+1,,إمكانية التقسيط,2,,1
اوبل استرا,1995,24000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,000000,4+1,,نقدا فقط,3,,
سكودا رابيد,2014,86000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,60الف,4+1,,نقدا فقط,0,,1
فولكسفاجن جولف,2006,18500,فضي,بنزين,خصوصي,نمرة صفراء,اوتوماتيك,الكتروني,2000,196000,,,نقدا فقط,ثانيه,,1
ستروين C-Elysee,2015,60000,أزرق,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1200,20000,4+1,,إمكانية التقسيط,1,,
هونداي اكسنت,2008,37000,رصاصي,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1400,,4+1,,نقدا فقط,واحد,,
هونداي اكسنت,2015,68000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,43000,4+1,,نقدا فقط,0,,
مرسيدس S350Long,2006,260000,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3500,274000,4+1,,إمكانية التقسيط,6,1,1
هونداي i30,2009,58000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,١٢٠٠٠٠,٤+١,,نقدا فقط,يد ثانية,1,1
اوبل كورسا,2013,48000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,,,نقدا فقط,,,1
مرسيدس 614,1996,7000,أبيض,ديزل,خصوصي,نمرة صفراء,عادي,يدوي,3000,2000,22,,نقدا فقط,1,,
فولكسفاجن بيتل,1974,14000,بيج,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,٠٠٠٠٠,٤+١,,إمكانية التقسيط,٤,,1
فولكسفاجن باسات,2011,100000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,136000,,,نقدا فقط,يد ثانيه,,1
هوندا سيفيك,2008,61000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,116000,,,نقدا فقط,ثانية,1,1
دراجة نارية 2013,2013,7000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,125,13700,1+1,,إمكانية التقسيط,2,,
رينو كليو,2011,42000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1150,132,4+1,,نقدا فقط,ثالثة,,
اوبل كورسا,2013,54000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,54000,4+1,,إمكانية التقسيط,يد ثانية,,
اوبل كورسا,2016,69000,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,40,4+1,,نقدا فقط,0,,1
فولكسفاجن باسات,2006,60000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,,,نقدا فقط,,1,1
فولكسفاجن جولف,2016,112000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,78000,4+1,,إمكانية التقسيط,0,,1
هونداي كليك,2008,44000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,72000,4+1,,نقدا فقط,2,1,
ميتسوبيشي باجيرو,2007,130000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3200,120000,6+1,,إمكانية التقسيط,1,1,1
اوبل كورسا,2014,59000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,,,نقدا فقط,,,1
سكودا اوكتافيا,2012,80000,رصاصي,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,160000,4+1,,نقدا فقط,يد اولى,,1
سكودا فابيا,2003,35000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,4+1,,نقدا فقط,اربعة,,1
هونداي الانترا,1999,19000,سكني,بنزين,عمومي,فلسطينية,عادي,الكتروني,1600,12345,4+1,,نقدا فقط,3,,
هونداي اكسنت,2011,56500,جيشي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,133000,,,نقدا فقط,,,1
كيا برايد,2008,46000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,157,4+1,,نقدا فقط,اولا,,1
هونداي اكسنت,2014,85000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,47 الف,4+1,,إمكانية التقسيط,يد اولى,,1
هونداي اكسنت,2009,45000,ذهبي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,71000,4+1,,نقدا فقط,يد ثانيه,,
اوبل كورسا,2009,37000,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,130000,4+1,,نقدا فقط,ثالثة,,1
سكودا سوبيرب,2013,120000,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,132000,4+1,,نقدا فقط,3,,1
هونداي افانتي,2005,45000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,000,4+1,,إمكانية التقسيط,3,1,1
بي ام دبليو 740,2007,130000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,4000,180000,4+1,,إمكانية التقسيط,2,1,1
سكودا فابيا,2016,74500,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,47000,4+1,,نقدا فقط,0,,1
بي ام دبليو 316,1989,30000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,999855,4+1,,إمكانية التقسيط,0,1,1
بيجو 205,1998,3500,أحمر,بنزين,خصوصي,نمرة صفراء,عادي,الكتروني,1400,,,,نقدا فقط,2,,1
سكودا اوكتافيا,2006,52000,رمادي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,4+1,,نقدا فقط,,1,1
مرسيدس S320,1992,55000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3200,,,,إمكانية التقسيط,,1,1
هونداي ix35,2013,105000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,52000,5+1,,نقدا فقط,يد ثانية,1,1
سكودا اوكتافيا,2009,64000,أبيض,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,1900,5,,,نقدا فقط,3,,1
مرسيدس E300,1999,65000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,300,150,4+1,,نقدا فقط,يد ثانية,,1
فولكسفاجن جولف,2011,95000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,4+1,,إمكانية التقسيط,,1,1
فيات باندا,2015,51000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,30,4+1,,نقدا فقط,0,,
هونداي i30,2008,58000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,٢٥٠٠٠٠,٤+١,,إمكانية التقسيط,٣,1,1
سيت ليون,2015,73000,عدة الوان,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,٦٥٠٠٠,4+1,,نقدا فقط,,,1
دايو لانوس,2000,25000,سكني,بنزين,خصوصي,فلسطينية,عادي,يدوي,1500,,,,نقدا فقط,,,
اوبل كورسا,2008,43000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,90000 كيلو,4+1,,نقدا فقط,يد ثانيه,,
هونداي اكسنت,2013,66500,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,165500,4+1,,إمكانية التقسيط,1,,1
مرسيدس 250,1992,25000,أسود,ديزل,عمومي,فلسطينية,عادي,يدوي,2500,000 كيلو متر,7+1,,إمكانية التقسيط,00,,1
كيا اوبتيما,2014,90000,فضي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,40000,5+1,,إمكانية التقسيط,,,1
بيجو بارتنر,2014,78000,رصاصي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,140000,4+1,,إمكانية التقسيط,0,,
بي ام دبليو 528,1998,60000,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2800,٢٥٦٦٦٤,٤+١,,نقدا فقط,٤,1,1
فولكسفاجن جولف,2012,90000,بترولي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,109000,,,نقدا فقط,,,1
ستروين بيكاسو C4,2013,100000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,100,6+1,,إمكانية التقسيط,يد اولى,,1
سوبارو نملة,1984,9500,فضي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,,,نقدا فقط,,,
هوندا سيفيك,2007,47000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,4+1,,نقدا فقط,يد اولى,,
سكودا اوكتافيا,2015,110000,أزرق,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,39000,5+1,,إمكانية التقسيط,0,,1
هونداي توسان,2006,60000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,,إمكانية التقسيط,,1,1
بي ام دبليو 530,2002,59000,أسود ميتالك,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,3000,190000,4+1,,إمكانية التقسيط,4,1,1
فولكسفاجن بورا,2002,42000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,,,,نقدا فقط,3,,
اوبل كورسا,1998,31000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,يدوي,1400,١١٣٥٠٠,١+٤,,نقدا فقط,٤,,
بي ام دبليو i 116,2014,125000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,74000,4+1,,نقدا فقط,غير منمره,1,1
فولكسفاجن LT,2005,52000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2500,,,,نقدا فقط,,,
مرسيدس C250,2001,32000,أبيض,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2500,2000000,4+1,,إمكانية التقسيط,3,,
فولكسفاجن جولف,2006,68000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,,إمكانية التقسيط,3,1,1
فولكسفاجن باسات,2002,5000,أبيض,ديزل,خصوصي,نمرة صفراء,اوتوماتيك,الكتروني,2000,,,,نقدا فقط,,,
فولكسفاجن جولف,2002,62000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,91000,4+1,,نقدا فقط,3,1,1
سكودا اوكتافيا,2008,50000,أصفر,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,٤+١,,نقدا فقط,يد ثانية,,
سكودا اوكتافيا,2014,90000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,150000,4+1,,نقدا فقط,يد اولى,,
سكودا اوكتافيا,2004,46000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,620,٤+١,,إمكانية التقسيط,5,,
فولكسفاجن باسات,1998,32000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,,نقدا فقط,يد ثانيه,,1
دراجة نارية ktm duke 390,2016,38000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,390,,,,نقدا فقط,,,1
كيا برايد,2014,70000,أبيض عاجي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1400,65000,4+1,,نقدا فقط,يد أولى,1,1
فولكسفاجن باسات,2005,48000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,شغال,4+1,,نقدا فقط,يد تالته,,1
فورد فوكس,2013,70000,أخضر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,51000,5+1,,نقدا فقط,2,,1
فولكسفاجن كادي,2008,70000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,4+1,,نقدا فقط,,,
فولكسفاجن GTI,2014,145000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,١٦٠٠,,,نقدا فقط,يد اولى,,1
بيجو 307,2004,32000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,1111111,4+1,,إمكانية التقسيط,3,,1
سكودا اوكتافيا,2014,97000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,100000,4+1,,نقدا فقط,0,,1
بي ام دبليو 316,1987,26000,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,٣٦٣٦٣٦,,,نقدا فقط,٦,,1
سكودا اوكتافيا,2007,57000,سكني,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,,,إمكانية التقسيط,,,1
فولكسفاجن كبينة,2001,7500,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2400,٢٢٠,٥+١,,نقدا فقط,يد رابعه,,
مرسيدس 410,1994,26500,أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,يدوي,2500,490000,2+1,,إمكانية التقسيط,2,,
هونداي H1,2006,32000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,,٧+1,,نقدا فقط,,,
سكودا اوكتافيا,2002,44000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,460000,4+1,,إمكانية التقسيط,يد ثالثه,,1
بيجو 207,2011,45000,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,48000,4+1,,نقدا فقط,1,,
اوبل استرا,2006,40000,كحلي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,159000,4+1,,نقدا فقط,3,,1
ميتسوبيشي كاريزما,1999,1500,أبيض,بنزين,خصوصي,نمرة صفراء,اوتوماتيك,الكتروني,1600,190,4+1,,نقدا فقط,2,,
فولكسفاجن بولو,2001,25000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,٠٠٠٠٠٠٠٠٠٠٠٠,٤+١,,نقدا فقط,٤,,
بيجو 206,2008,37000,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,,نقدا فقط,يد ثالثة ( فتيات),,1
سكودا فابيا,2010,52000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,140 الف كيلو متر,4+1,,نقدا فقط,يد اولى,,
اوبل كورسا,2016,69000,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,40,4+1,,نقدا فقط,0,,1
فولكسفاجن باسات,2005,50000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,000000000,4+1,,إمكانية التقسيط,,1,1
بي ام دبليو X5,2008,219000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,,6+1,,إمكانية التقسيط,159000,1,1
فولكسفاجن بولو,2014,59000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,٦٨٠٠٠,,,نقدا فقط,,,1
فولكسفاجن بورا,2004,36000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,950000,,,إمكانية التقسيط,2,1,
فولكسفاجن توران,2010,74900,أخضر,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,120000,6+1,,نقدا فقط,2,,1
كيا سيراتو,2007,53000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,93000,4+1,,نقدا فقط,1,1,1
هونداي توسان,2008,65000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,123000,5+1,,نقدا فقط,,1,1
فولكسفاجن توران,2014,125000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,140000,6+1,,نقدا فقط,0,1,1
فولكسفاجن بولو,2014,59000,خمري,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,60000,5+1,,نقدا فقط,1,,
